,home,net_points,net_yard,net_turn,weekly_rank,spread,Win,WinSpread
4510,1,-60,-770,3,24,2.0,0.0,0.0
4511,0,11,-824,-10,20,-2.0,1.0,1.0
4512,1,-61,-733,2,26,-1.0,1.0,1.0
4513,0,-34,296,-1,18,1.0,0.0,0.0
4514,1,-75,-119,15,24,3.5,0.0,1.0
4515,0,69,615,-5,10,-3.5,1.0,0.0
4516,1,18,-758,-10,17,5.0,0.0,1.0
4517,0,168,755,-18,1,-5.0,1.0,0.0
4518,1,3,-322,0,11,-4.0,1.0,1.0
4519,0,-42,90,2,19,4.0,0.0,0.0
4520,1,-81,-812,6,20,-2.0,0.0,0.0
4521,0,-32,226,1,13,2.0,1.0,1.0
4522,1,149,882,-5,3,-14.5,1.0,1.0
4523,0,-73,-254,9,30,14.5,0.0,0.0
4524,1,-31,-149,5,21,-2.0,0.0,0.0
4525,0,-16,336,6,27,2.0,1.0,1.0
4526,1,-48,135,12,29,6.5,0.0,0.0
4527,0,88,95,-12,9,-6.5,1.0,1.0
4528,1,-26,-353,0,15,2.0,1.0,1.0
4529,0,15,-44,-3,16,-2.0,0.0,0.0
4530,1,-27,-342,0,14,4.0,0.0,0.0
4531,0,72,-20,-7,7,-4.0,1.0,1.0
4532,1,105,968,-6,8,-14.5,1.0,1.0
4533,0,-117,-557,7,32,14.5,0.0,0.0
4534,1,-84,71,7,28,-1.0,1.0,1.0
4535,0,-67,-836,3,23,1.0,0.0,0.0
4536,1,-127,-1460,0,31,6.5,0.0,0.0
4537,0,125,496,-6,4,-6.5,1.0,1.0
4538,1,84,488,-4,6,-7.5,1.0,0.0
4539,0,56,868,0,5,7.5,0.0,1.0
4540,1,-21,-440,-2,12,4.0,0.0,0.0
4541,0,153,1236,-6,2,-4.0,1.0,1.0
4542,1,-74,-258,2,22,-2.0,0.0,0.0
4543,0,-69,-100,8,25,2.0,1.0,1.0
4544,1,-37,-263,0,14,-4.0,1.0,0.0
4545,0,-68,282,8,27,4.0,0.0,1.0
4546,1,-44,-509,2,19,-3.0,0.0,0.0
4547,0,-16,-374,1,12,3.0,1.0,1.0
4548,1,-10,294,6,16,7.0,1.0,1.0
4549,0,171,829,-19,1,-7.0,0.0,0.0
4550,1,-90,-318,11,31,3.5,0.0,0.0
4551,0,-26,341,1,13,-3.5,1.0,1.0
4552,1,-68,224,15,28,11.0,1.0,1.0
4553,0,91,480,-4,4,-11.0,0.0,0.0
4554,1,5,-23,-4,18,-6.5,1.0,1.0
4555,0,-78,-182,18,29,6.5,0.0,0.0
4556,1,-83,-1047,2,25,-2.0,0.0,0.0
4557,0,-87,-927,6,21,2.0,1.0,1.0
4558,1,72,678,-8,10,2.0,1.0,1.0
4559,0,166,946,-7,3,-2.0,0.0,0.0
4560,1,-61,-103,9,26,-9.0,1.0,1.0
4561,0,-137,-1384,3,30,9.0,0.0,0.0
4562,1,108,6,-15,9,-11.5,1.0,0.0
4563,0,-134,-750,8,32,11.5,0.0,1.0
4564,1,-42,486,1,17,-3.0,0.0,0.0
4565,0,-63,33,4,24,3.0,1.0,1.0
4566,1,-82,-255,1,23,-2.5,1.0,1.0
4567,0,-37,-107,5,20,2.5,0.0,0.0
4568,1,176,1305,-10,2,-6.0,1.0,1.0
4569,0,82,-99,-7,6,6.0,0.0,0.0
4570,1,122,1161,-7,7,-11.0,0.0,0.0
4571,0,-53,-923,0,22,11.0,1.0,1.0
4572,1,24,-265,-2,11,-7.0,1.0,1.0
4573,0,15,-832,-9,15,7.0,0.0,0.0
4574,1,49,876,0,8,-4.0,1.0,0.0
4575,0,135,420,-9,5,4.0,0.0,1.0
4576,1,-58,-29,1,25,2.5,0.0,0.0
4577,0,-46,-54,8,23,-2.5,1.0,1.0
4578,1,-81,-1020,5,18,-4.0,1.0,1.0
4579,0,-118,-391,14,32,4.0,0.0,0.0
4580,1,132,324,-9,6,-9.5,1.0,0.0
4581,0,-65,302,12,24,9.5,0.0,1.0
4582,1,-3,399,6,15,-6.0,0.0,0.0
4583,0,-71,-130,-1,20,6.0,1.0,1.0
4584,1,-89,-954,3,27,10.0,1.0,1.0
4585,0,160,802,-7,3,-10.0,0.0,0.0
4586,1,2,414,-2,14,-6.0,1.0,1.0
4587,0,-48,-232,7,26,6.0,0.0,0.0
4588,1,-138,-640,8,30,13.0,0.0,0.0
4589,0,88,402,-1,9,-13.0,1.0,1.0
4590,1,15,78,-4,16,3.0,1.0,1.0
4591,0,78,822,-8,5,-3.0,0.0,0.0
4592,1,-88,-283,18,29,-3.0,0.0,0.0
4593,0,-2,-354,-1,12,3.0,1.0,1.0
4594,1,-17,-837,-6,21,-3.0,0.0,0.0
4595,0,-58,-529,4,19,3.0,1.0,1.0
4596,1,52,972,0,4,-10.0,1.0,0.0
4597,0,-71,344,8,28,10.0,0.0,1.0
4598,1,-152,-1433,4,31,3.0,1.0,1.0
4599,0,-47,-1030,-3,17,-3.0,0.0,0.0
4600,1,164,724,-19,2,-10.0,1.0,1.0
4601,0,-47,548,4,22,10.0,0.0,0.0
4602,1,206,1508,-12,1,-6.0,0.0,0.0
4603,0,116,1268,-4,10,6.0,1.0,1.0
4604,1,112,-104,-15,7,-6.5,1.0,0.0
4605,0,-34,-325,0,13,6.5,0.0,1.0
4606,1,52,-302,-5,8,-3.0,0.0,0.0
4607,0,56,-260,-5,11,3.0,1.0,1.0
