,home,point_diff,yard_diff,turn_diff,rank_diff,spread,Win,WinSpread
362,1,3,51,-5,-9,-3.5,1.0,1.0
363,0,-3,-51,5,9,3.5,0.0,0.0
364,1,89,1342,-2,-1,-7.0,1.0,0.0
365,0,-89,-1342,2,1,7.0,0.0,1.0
366,1,3,555,0,1,-1.0,0.0,0.0
367,0,-3,-555,0,-1,1.0,1.0,1.0
368,1,34,861,-3,-2,-3.0,1.0,1.0
369,0,-34,-861,3,2,3.0,0.0,0.0
370,1,21,64,-1,4,-4.5,1.0,1.0
371,0,-21,-64,1,-4,4.5,0.0,0.0
372,1,34,-439,7,10,3.0,1.0,1.0
373,0,-34,439,-7,-10,-3.0,0.0,0.0
374,1,-9,691,9,12,0.0,1.0,1.0
375,0,9,-691,-9,-12,0.0,0.0,0.0
376,1,-42,-918,7,5,1.0,0.0,0.0
377,0,42,918,-7,-5,-1.0,1.0,1.0
378,1,-59,-56,18,4,-3.0,0.0,0.0
379,0,59,56,-18,-4,3.0,1.0,1.0
380,1,138,1206,-5,-17,-7.0,1.0,1.0
381,0,-138,-1206,5,17,7.0,0.0,0.0
382,1,-318,-1645,27,24,18.5,0.0,1.0
383,0,318,1645,-27,-24,-18.5,1.0,0.0
384,1,7,843,4,5,-3.0,1.0,1.0
385,0,-7,-843,-4,-5,3.0,0.0,0.0
386,1,-82,-325,21,14,2.0,1.0,1.0
387,0,82,325,-21,-14,-2.0,0.0,0.0
388,1,31,-576,-11,-17,-7.0,1.0,1.0
389,0,-31,576,11,17,7.0,0.0,0.0
390,1,-61,578,17,3,1.0,0.0,0.0
391,0,61,-578,-17,-3,-1.0,1.0,1.0
392,1,76,294,-12,-3,-10.0,1.0,0.0
393,0,-76,-294,12,3,10.0,0.0,1.0
394,1,127,967,-9,-22,-10.0,1.0,1.0
395,0,-127,-967,9,22,10.0,0.0,0.0
396,1,-5,128,3,9,-3.0,0.0,0.0
397,0,5,-128,-3,-9,3.0,1.0,1.0
398,1,-191,-1582,2,16,10.5,0.0,1.0
399,0,191,1582,-2,-16,-10.5,1.0,0.0
400,1,98,160,-5,-17,-10.5,1.0,1.0
401,0,-98,-160,5,17,10.5,0.0,0.0
402,1,-162,-1280,15,17,8.5,0.0,0.0
403,0,162,1280,-15,-17,-8.5,1.0,1.0
404,1,65,200,-12,-7,-7.5,1.0,1.0
405,0,-65,-200,12,7,7.5,0.0,0.0
406,1,119,417,-14,-4,-10.5,1.0,1.0
407,0,-119,-417,14,4,10.5,0.0,0.0
408,1,-30,360,-1,-7,-7.5,1.0,1.0
409,0,30,-360,1,7,7.5,0.0,0.0
410,1,-68,-318,1,18,3.5,0.0,0.0
411,0,68,318,-1,-18,-3.5,1.0,1.0
412,1,-204,-1021,23,21,9.0,0.0,0.0
413,0,204,1021,-23,-21,-9.0,1.0,1.0
414,1,-88,-311,-12,14,4.5,0.0,0.0
415,0,88,311,12,-14,-4.5,1.0,1.0
416,1,40,-264,9,4,2.0,1.0,1.0
417,0,-40,264,-9,-4,-2.0,0.0,0.0
418,1,-125,-1437,17,9,8.0,1.0,1.0
419,0,125,1437,-17,-9,-8.0,0.0,0.0
420,1,-77,-876,6,14,3.5,0.0,0.0
421,0,77,876,-6,-14,-3.5,1.0,1.0
422,1,-242,-1357,14,24,7.0,0.0,0.0
423,0,242,1357,-14,-24,-7.0,1.0,1.0
424,1,-171,-829,12,18,8.0,1.0,1.0
425,0,171,829,-12,-18,-8.0,0.0,0.0
426,1,357,2408,-21,-28,-20.5,1.0,0.0
427,0,-357,-2408,21,28,20.5,0.0,1.0
428,1,73,555,7,-4,-5.0,1.0,1.0
429,0,-73,-555,-7,4,5.0,0.0,0.0
430,1,44,961,6,3,-3.0,0.0,0.0
431,0,-44,-961,-6,-3,3.0,1.0,1.0
432,1,27,-49,-2,-2,-3.5,1.0,1.0
433,0,-27,49,2,2,3.5,0.0,0.0
434,1,-54,-669,-5,7,3.0,1.0,1.0
435,0,54,669,5,-7,-3.0,0.0,0.0
436,1,161,1005,-6,-19,-12.5,1.0,1.0
437,0,-161,-1005,6,19,12.5,0.0,0.0
438,1,-221,-1719,23,23,10.0,0.0,1.0
439,0,221,1719,-23,-23,-10.0,1.0,0.0
440,1,139,559,-14,-19,-10.0,0.0,0.0
441,0,-139,-559,14,19,10.0,1.0,1.0
442,1,103,302,-7,-13,-9.5,1.0,1.0
443,0,-103,-302,7,13,9.5,0.0,0.0
444,1,40,186,-1,-8,-6.0,0.0,0.0
445,0,-40,-186,1,8,6.0,1.0,1.0
446,1,104,552,-16,-11,-10.5,1.0,0.0
447,0,-104,-552,16,11,10.5,0.0,1.0
448,1,-242,-1338,10,21,8.0,0.0,0.0
449,0,242,1338,-10,-21,-8.0,1.0,1.0
450,1,-225,-1442,2,18,10.5,0.0,1.0
451,0,225,1442,-2,-18,-10.5,1.0,0.0
452,1,19,131,-11,-4,-5.0,1.0,0.5
453,0,-19,-131,11,4,5.0,0.0,0.5
454,1,-35,456,-4,16,3.0,1.0,1.0
455,0,35,-456,4,-16,-3.0,0.0,0.0
456,1,-85,-1471,-15,5,3.0,0.0,0.0
457,0,85,1471,15,-5,-3.0,1.0,1.0
458,1,147,975,-13,-20,-13.5,1.0,1.0
459,0,-147,-975,13,20,13.5,0.0,0.0
460,1,1,-377,1,-4,-3.0,0.0,0.0
461,0,-1,377,-1,4,3.0,1.0,1.0
462,1,167,1187,-26,-13,-6.5,1.0,1.0
463,0,-167,-1187,26,13,6.5,0.0,0.0
464,1,-201,-1594,8,20,7.0,1.0,1.0
465,0,201,1594,-8,-20,-7.0,0.0,0.0
466,1,128,708,11,-11,-10.5,1.0,0.0
467,0,-128,-708,-11,11,10.5,0.0,1.0
468,1,-208,-1951,27,19,7.0,1.0,1.0
469,0,208,1951,-27,-19,-7.0,0.0,0.0
470,1,80,919,-5,-17,-9.0,1.0,0.0
471,0,-80,-919,5,17,9.0,0.0,1.0
472,1,427,2393,-30,-31,-22.5,1.0,0.0
473,0,-427,-2393,30,31,22.5,0.0,1.0
474,1,178,274,-30,-17,-13.5,1.0,1.0
475,0,-178,-274,30,17,13.5,0.0,0.0
476,1,76,-108,-14,-5,-6.0,0.0,0.0
477,0,-76,108,14,5,6.0,1.0,1.0
478,1,167,-370,-19,-13,-8.5,1.0,1.0
479,0,-167,370,19,13,8.5,0.0,0.0
480,1,-287,-1397,23,9,13.5,0.0,1.0
481,0,287,1397,-23,-9,-13.5,1.0,0.0
482,1,-21,-917,-6,3,-1.0,1.0,1.0
483,0,21,917,6,-3,1.0,0.0,0.0
484,1,122,1880,13,-1,-9.0,1.0,0.0
485,0,-122,-1880,-13,1,9.0,0.0,1.0
486,1,-140,-686,22,14,-7.0,1.0,1.0
487,0,140,686,-22,-14,7.0,0.0,0.0
488,1,200,1592,-3,-16,-3.0,1.0,1.0
489,0,-200,-1592,3,16,3.0,0.0,0.0
490,1,160,1508,-12,-12,2.5,0.0,0.0
491,0,-160,-1508,12,12,-2.5,1.0,1.0
492,1,139,1264,-12,-14,-11.5,1.0,1.0
493,0,-139,-1264,12,14,11.5,0.0,0.0
494,1,-139,-749,12,9,3.0,0.0,0.0
495,0,139,749,-12,-9,-3.0,1.0,1.0
496,1,-263,-1035,12,24,2.0,1.0,1.0
497,0,263,1035,-12,-24,-2.0,0.0,0.0
498,1,16,-149,-7,2,-4.5,1.0,0.0
499,0,-16,149,7,-2,4.5,0.0,1.0
500,1,-148,-893,8,10,-9.0,1.0,1.0
501,0,148,893,-8,-10,9.0,0.0,0.0
502,1,-217,-795,29,21,9.0,0.0,0.0
503,0,217,795,-29,-21,-9.0,1.0,1.0
504,1,122,543,-1,-10,-6.0,1.0,1.0
505,0,-122,-543,1,10,6.0,0.0,0.0
506,1,-149,136,6,8,3.0,1.0,1.0
507,0,149,-136,-6,-8,-3.0,0.0,0.0
508,1,-245,-1110,24,18,3.0,1.0,1.0
509,0,245,1110,-24,-18,-3.0,0.0,0.0
510,1,196,1266,-16,-7,4.5,0.0,0.0
511,0,-196,-1266,16,7,-4.5,1.0,1.0
512,1,0,0,0,-11,-4.5,1.0,1.0
513,0,0,0,0,11,4.5,0.0,0.0
514,1,0,0,0,-16,-8.0,1.0,1.0
515,0,0,0,0,16,8.0,0.0,0.0
516,1,0,0,0,14,3.0,0.0,0.0
517,0,0,0,0,-14,-3.0,1.0,1.0
518,1,0,0,0,-30,-16.0,1.0,0.0
519,0,0,0,0,30,16.0,0.0,1.0
520,1,0,0,0,-14,-6.5,1.0,1.0
521,0,0,0,0,14,6.5,0.0,0.0
522,1,0,0,0,-8,-3.0,1.0,1.0
523,0,0,0,0,8,3.0,0.0,0.0
524,1,0,0,0,9,-1.0,1.0,1.0
525,0,0,0,0,-9,1.0,0.0,0.0
526,1,0,0,0,6,3.0,1.0,1.0
527,0,0,0,0,-6,-3.0,0.0,0.0
528,1,0,0,0,9,3.0,1.0,1.0
529,0,0,0,0,-9,-3.0,0.0,0.0
530,1,0,0,0,1,2.0,1.0,1.0
531,0,0,0,0,-1,-2.0,0.0,0.0
532,1,0,0,0,-15,-9.0,0.0,0.0
533,0,0,0,0,15,9.0,1.0,1.0
534,1,0,0,0,10,6.0,0.0,0.0
535,0,0,0,0,-10,-6.0,1.0,1.0
536,1,0,0,0,8,2.5,0.0,0.0
537,0,0,0,0,-8,-2.5,1.0,1.0
538,1,0,0,0,-21,-10.0,0.0,0.0
539,0,0,0,0,21,10.0,1.0,1.0
540,1,0,0,0,-1,-2.5,1.0,1.0
541,0,0,0,0,1,2.5,0.0,0.0
542,1,0,0,0,5,3.0,0.0,0.0
543,0,0,0,0,-5,-3.0,1.0,1.0
544,1,-44,-501,-1,27,8.0,0.0,0.0
545,0,44,501,1,-27,-8.0,1.0,1.0
546,1,20,80,-2,-1,-3.0,0.0,0.0
547,0,-20,-80,2,1,3.0,1.0,1.0
548,1,-14,-324,1,15,-1.0,0.0,0.0
549,0,14,324,-1,-15,1.0,1.0,1.0
550,1,-13,-231,-1,19,-1.0,1.0,1.0
551,0,13,231,1,-19,1.0,0.0,0.0
552,1,-31,-206,3,-3,-4.0,0.0,0.0
553,0,31,206,-3,3,4.0,1.0,1.0
554,1,-18,-120,2,24,3.0,0.0,0.0
555,0,18,120,-2,-24,-3.0,1.0,1.0
556,1,-14,46,1,-3,-3.0,1.0,0.5
557,0,14,-46,-1,3,3.0,0.0,0.5
558,1,11,64,0,8,1.0,0.0,0.0
559,0,-11,-64,0,-8,-1.0,1.0,1.0
560,1,-17,-244,1,-5,-7.0,1.0,1.0
561,0,17,244,-1,5,7.0,0.0,0.0
562,1,-14,-92,-3,-9,-6.0,0.0,0.0
563,0,14,92,3,9,6.0,1.0,1.0
564,1,29,206,-1,16,-1.0,1.0,0.5
565,0,-29,-206,1,-16,1.0,0.0,0.5
566,1,-1,-38,-1,5,-1.0,0.0,0.0
567,0,1,38,1,-5,1.0,1.0,1.0
568,1,16,10,-5,-7,-6.5,1.0,1.0
569,0,-16,-10,5,7,6.5,0.0,0.0
570,1,-39,-353,1,15,6.5,0.0,1.0
571,0,39,353,-1,-15,-6.5,1.0,0.0
572,1,-17,-74,1,-5,-6.5,1.0,0.0
573,0,17,74,-1,5,6.5,0.0,1.0
574,1,45,271,-4,-15,-5.0,1.0,1.0
575,0,-45,-271,4,15,5.0,0.0,0.0
576,1,61,669,-1,-25,-13.0,1.0,0.0
577,0,-61,-669,1,25,13.0,0.0,1.0
578,1,-35,-143,2,5,-3.0,1.0,1.0
579,0,35,143,-2,-5,3.0,0.0,0.0
580,1,40,97,-4,-17,-10.0,1.0,0.0
581,0,-40,-97,4,17,10.0,0.0,1.0
582,1,43,283,0,-24,-12.0,0.0,0.0
583,0,-43,-283,0,24,12.0,1.0,1.0
584,1,20,300,1,-5,-6.5,1.0,1.0
585,0,-20,-300,-1,5,6.5,0.0,0.0
586,1,2,75,1,-2,-3.0,0.0,0.0
587,0,-2,-75,-1,2,3.0,1.0,1.0
588,1,-13,-16,1,13,-3.0,1.0,1.0
589,0,13,16,-1,-13,3.0,0.0,0.0
590,1,29,283,-3,-1,-5.5,1.0,0.0
591,0,-29,-283,3,1,5.5,0.0,1.0
592,1,29,314,0,-4,-5.0,1.0,1.0
593,0,-29,-314,0,4,5.0,0.0,0.0
594,1,36,496,3,-9,-8.0,1.0,1.0
595,0,-36,-496,-3,9,8.0,0.0,0.0
596,1,6,169,3,3,-3.5,1.0,1.0
597,0,-6,-169,-3,-3,3.5,0.0,0.0
598,1,-2,158,0,-11,-4.0,0.0,0.0
599,0,2,-158,0,11,4.0,1.0,1.0
600,1,29,559,-1,-2,-2.5,1.0,1.0
601,0,-29,-559,1,2,2.5,0.0,0.0
602,1,6,-227,-5,3,3.0,0.0,0.0
603,0,-6,227,5,-3,-3.0,1.0,1.0
604,1,0,-114,-1,-3,-8.0,1.0,1.0
605,0,0,114,1,3,8.0,0.0,0.0
606,1,-76,-327,1,24,9.0,1.0,1.0
607,0,76,327,-1,-24,-9.0,0.0,0.0
608,1,31,13,-2,-13,-6.5,1.0,0.0
609,0,-31,-13,2,13,6.5,0.0,1.0
610,1,13,116,-1,2,-1.0,0.0,0.0
611,0,-13,-116,1,-2,1.0,1.0,1.0
612,1,-46,-230,7,3,-1.5,1.0,1.0
613,0,46,230,-7,-3,1.5,0.0,0.0
614,1,-3,61,5,5,-2.0,1.0,1.0
615,0,3,-61,-5,-5,2.0,0.0,0.0
616,1,-14,-136,0,-6,-4.0,1.0,1.0
617,0,14,136,0,6,4.0,0.0,0.0
618,1,41,109,-2,-15,-3.0,1.0,1.0
619,0,-41,-109,2,15,3.0,0.0,0.0
620,1,-27,-227,2,-14,-7.0,1.0,1.0
621,0,27,227,-2,14,7.0,0.0,0.0
622,1,-29,-47,2,20,8.0,0.0,0.0
623,0,29,47,-2,-20,-8.0,1.0,1.0
624,1,-116,-1022,3,26,8.5,0.0,0.0
625,0,116,1022,-3,-26,-8.5,1.0,1.0
626,1,30,374,8,-14,-10.0,0.0,0.0
627,0,-30,-374,-8,14,10.0,1.0,1.0
628,1,-30,-375,-1,17,3.0,1.0,1.0
629,0,30,375,1,-17,-3.0,0.0,0.0
630,1,-9,-243,-3,-12,-6.0,1.0,0.0
631,0,9,243,3,12,6.0,0.0,1.0
632,1,-28,-4,0,10,4.5,0.0,1.0
633,0,28,4,0,-10,-4.5,1.0,0.0
634,1,-34,146,5,12,1.0,0.0,0.0
635,0,34,-146,-5,-12,-1.0,1.0,1.0
636,1,1,-192,-1,-9,-5.0,0.0,0.0
637,0,-1,192,1,9,5.0,1.0,1.0
638,1,-68,-357,5,13,3.0,0.0,0.0
639,0,68,357,-5,-13,-3.0,1.0,1.0
640,1,43,377,-3,-22,-6.5,1.0,1.0
641,0,-43,-377,3,22,6.5,0.0,0.0
642,1,-28,102,1,18,6.0,1.0,1.0
643,0,28,-102,-1,-18,-6.0,0.0,0.0
644,1,42,436,2,-22,-10.0,1.0,1.0
645,0,-42,-436,-2,22,10.0,0.0,0.0
646,1,31,369,3,3,-6.0,0.0,0.0
647,0,-31,-369,-3,-3,6.0,1.0,1.0
648,1,-7,-79,3,1,-4.0,1.0,0.0
649,0,7,79,-3,-1,4.0,0.0,1.0
650,1,6,183,0,9,3.0,0.0,0.0
651,0,-6,-183,0,-9,-3.0,1.0,1.0
652,1,66,800,0,-27,-16.0,1.0,0.0
653,0,-66,-800,0,27,16.0,0.0,1.0
654,1,-43,132,5,16,-2.5,1.0,1.0
655,0,43,-132,-5,-16,2.5,0.0,0.0
656,1,-25,-154,5,7,-5.0,0.0,0.0
657,0,25,154,-5,-7,5.0,1.0,1.0
658,1,22,-6,-2,-5,-3.0,0.0,0.0
659,0,-22,6,2,5,3.0,1.0,1.0
660,1,-52,-218,6,5,-3.0,1.0,0.0
661,0,52,218,-6,-5,3.0,0.0,1.0
662,1,-30,-548,2,-4,-4.0,1.0,1.0
663,0,30,548,-2,4,4.0,0.0,0.0
664,1,-31,-186,-1,10,3.0,1.0,1.0
665,0,31,186,1,-10,-3.0,0.0,0.0
666,1,-24,-218,1,7,-1.0,1.0,1.0
667,0,24,218,-1,-7,1.0,0.0,0.0
668,1,31,346,5,-5,-7.0,1.0,1.0
669,0,-31,-346,-5,5,7.0,0.0,0.0
670,1,43,365,-6,-12,-8.0,1.0,1.0
671,0,-43,-365,6,12,8.0,0.0,0.0
672,1,115,901,-9,-29,-13.0,0.0,0.0
673,0,-115,-901,9,29,13.0,1.0,1.0
674,1,73,734,-8,-12,-13.0,1.0,0.0
675,0,-73,-734,8,12,13.0,0.0,1.0
676,1,30,430,3,-10,-3.0,0.0,0.0
677,0,-30,-430,-3,10,3.0,1.0,1.0
678,1,-13,-137,-5,10,5.0,1.0,1.0
679,0,13,137,5,-10,-5.0,0.0,0.0
680,1,-42,-525,6,12,5.0,0.0,0.0
681,0,42,525,-6,-12,-5.0,1.0,1.0
682,1,-46,-140,7,5,-1.0,0.0,0.0
683,0,46,140,-7,-5,1.0,1.0,1.0
684,1,19,-259,-5,7,-6.0,1.0,1.0
685,0,-19,259,5,-7,6.0,0.0,0.0
686,1,-110,-1189,0,24,8.0,1.0,1.0
687,0,110,1189,0,-24,-8.0,0.0,0.0
688,1,-125,-779,5,29,9.0,0.0,0.0
689,0,125,779,-5,-29,-9.0,1.0,1.0
690,1,-136,-1437,-1,22,8.0,1.0,1.0
691,0,136,1437,1,-22,-8.0,0.0,0.0
692,1,13,-221,-8,1,-3.0,0.0,0.0
693,0,-13,221,8,-1,3.0,1.0,1.0
694,1,-17,234,6,-7,-1.0,1.0,1.0
695,0,17,-234,-6,7,1.0,0.0,0.0
696,1,83,959,-3,-23,-10.0,1.0,1.0
697,0,-83,-959,3,23,10.0,0.0,0.0
698,1,45,-92,-1,-1,-3.0,1.0,1.0
699,0,-45,92,1,1,3.0,0.0,0.0
700,1,-80,-839,5,28,8.5,0.0,0.0
701,0,80,839,-5,-28,-8.5,1.0,1.0
702,1,-19,-144,0,-8,-3.0,1.0,1.0
703,0,19,144,0,8,3.0,0.0,0.0
704,1,37,950,4,-6,-11.5,1.0,0.0
705,0,-37,-950,-4,6,11.5,0.0,1.0
706,1,-65,-236,1,13,3.0,1.0,1.0
707,0,65,236,-1,-13,-3.0,0.0,0.0
708,1,-2,92,0,11,2.0,1.0,1.0
709,0,2,-92,0,-11,-2.0,0.0,0.0
710,1,20,737,0,-17,-7.0,1.0,0.0
711,0,-20,-737,0,17,7.0,0.0,1.0
712,1,95,598,-8,-20,-11.5,1.0,0.0
713,0,-95,-598,8,20,11.5,0.0,1.0
714,1,-32,-155,-3,5,-3.0,1.0,1.0
715,0,32,155,3,-5,3.0,0.0,0.0
716,1,56,674,6,-7,-8.0,1.0,1.0
717,0,-56,-674,-6,7,8.0,0.0,0.0
718,1,96,858,-1,-16,-9.0,1.0,0.0
719,0,-96,-858,1,16,9.0,0.0,1.0
720,1,32,417,-3,-3,-9.5,1.0,1.0
721,0,-32,-417,3,3,9.5,0.0,0.0
722,1,-40,206,10,9,-1.5,1.0,1.0
723,0,40,-206,-10,-9,1.5,0.0,0.0
724,1,-102,-1446,6,27,7.0,0.0,0.0
725,0,102,1446,-6,-27,-7.0,1.0,1.0
726,1,10,62,-1,-1,-5.5,1.0,0.0
727,0,-10,-62,1,1,5.5,0.0,1.0
728,1,98,892,4,-11,-14.0,1.0,0.0
729,0,-98,-892,-4,11,14.0,0.0,1.0
730,1,-41,-81,-3,22,-1.0,1.0,1.0
731,0,41,81,3,-22,1.0,0.0,0.0
732,1,-14,767,5,4,3.0,1.0,1.0
733,0,14,-767,-5,-4,-3.0,0.0,0.0
734,1,45,925,6,-8,-9.0,1.0,1.0
735,0,-45,-925,-6,8,9.0,0.0,0.0
736,1,10,239,4,-12,-7.0,0.0,0.0
737,0,-10,-239,-4,12,7.0,1.0,1.0
738,1,23,351,2,-1,-5.0,0.0,0.0
739,0,-23,-351,-2,1,5.0,1.0,1.0
740,1,-17,-295,-3,1,-3.0,0.0,0.0
741,0,17,295,3,-1,3.0,1.0,1.0
742,1,86,361,-4,-15,-4.0,1.0,1.0
743,0,-86,-361,4,15,4.0,0.0,0.0
744,1,-118,-1184,-6,13,3.0,0.0,0.0
745,0,118,1184,6,-13,-3.0,1.0,1.0
746,1,144,1133,-7,-20,-12.5,1.0,0.0
747,0,-144,-1133,7,20,12.5,0.0,1.0
748,1,58,233,-2,-10,-3.5,1.0,0.0
749,0,-58,-233,2,10,3.5,0.0,1.0
750,1,-32,-950,-10,8,-2.0,0.0,0.0
751,0,32,950,10,-8,2.0,1.0,1.0
752,1,10,45,-4,-13,-5.0,0.0,0.0
753,0,-10,-45,4,13,5.0,1.0,1.0
754,1,-103,-721,6,11,7.0,1.0,1.0
755,0,103,721,-6,-11,-7.0,0.0,0.0
756,1,-144,-1468,-1,21,9.5,0.0,1.0
757,0,144,1468,1,-21,-9.5,1.0,0.0
758,1,-3,47,-2,-2,-5.5,1.0,1.0
759,0,3,-47,2,2,5.5,0.0,0.0
760,1,-21,-204,16,-9,-4.0,0.0,0.0
761,0,21,204,-16,9,4.0,1.0,1.0
762,1,-69,-407,-2,12,3.0,0.0,0.0
763,0,69,407,2,-12,-3.0,1.0,1.0
764,1,58,217,-10,-6,-8.5,1.0,1.0
765,0,-58,-217,10,6,8.5,0.0,0.0
766,1,-97,-1274,11,17,6.5,0.0,0.0
767,0,97,1274,-11,-17,-6.5,1.0,1.0
768,1,-34,-53,3,11,-6.5,1.0,0.0
769,0,34,53,-3,-11,6.5,0.0,1.0
770,1,-25,298,-2,1,-2.0,0.0,0.0
771,0,25,-298,2,-1,2.0,1.0,1.0
772,1,13,-540,-15,2,-3.0,0.0,0.0
773,0,-13,540,15,-2,3.0,1.0,1.0
774,1,5,-108,-5,-2,-3.5,1.0,1.0
775,0,-5,108,5,2,3.5,0.0,0.0
776,1,-46,-164,4,8,3.0,0.0,0.0
777,0,46,164,-4,-8,-3.0,1.0,1.0
778,1,-90,-893,4,9,5.0,0.0,0.0
779,0,90,893,-4,-9,-5.0,1.0,1.0
780,1,-51,-250,6,12,-2.0,0.0,0.0
781,0,51,250,-6,-12,2.0,1.0,1.0
782,1,131,1231,5,-15,-9.5,1.0,1.0
783,0,-131,-1231,-5,15,9.5,0.0,0.0
784,1,2,-173,-3,-8,-1.5,1.0,1.0
785,0,-2,173,3,8,1.5,0.0,0.0
786,1,67,1081,-12,-10,-7.5,1.0,0.0
787,0,-67,-1081,12,10,7.5,0.0,1.0
788,1,-38,268,6,4,-2.5,1.0,0.0
789,0,38,-268,-6,-4,2.5,0.0,1.0
790,1,-141,-1142,0,26,9.5,0.0,0.0
791,0,141,1142,0,-26,-9.5,1.0,1.0
792,1,72,484,1,-12,-3.0,0.0,0.0
793,0,-72,-484,-1,12,3.0,1.0,1.0
794,1,122,769,8,-10,-14.5,1.0,0.0
795,0,-122,-769,-8,10,14.5,0.0,1.0
796,1,-21,-186,0,4,-1.0,0.0,0.0
797,0,21,186,0,-4,1.0,1.0,1.0
798,1,109,782,-11,-20,-9.5,1.0,0.0
799,0,-109,-782,11,20,9.5,0.0,1.0
800,1,-37,-44,-1,-2,-3.0,0.0,0.0
801,0,37,44,1,2,3.0,1.0,1.0
802,1,-105,-1673,-14,6,6.0,0.0,0.0
803,0,105,1673,14,-6,-6.0,1.0,1.0
804,1,40,407,-4,-10,-7.0,1.0,1.0
805,0,-40,-407,4,10,7.0,0.0,0.0
806,1,-12,-99,-1,7,-3.5,1.0,1.0
807,0,12,99,1,-7,3.5,0.0,0.0
808,1,64,67,-15,-11,-6.0,0.0,0.0
809,0,-64,-67,15,11,6.0,1.0,1.0
810,1,115,1038,-6,-16,-10.0,1.0,0.0
811,0,-115,-1038,6,16,10.0,0.0,1.0
812,1,58,53,-5,-12,-5.5,1.0,1.0
813,0,-58,-53,5,12,5.5,0.0,0.0
814,1,39,-508,-17,-15,-8.0,1.0,0.0
815,0,-39,508,17,15,8.0,0.0,1.0
816,1,-182,-1443,13,17,9.0,0.5,1.0
817,0,182,1443,-13,-17,-9.0,0.5,0.0
818,1,184,1426,-4,-29,-14.0,1.0,0.0
819,0,-184,-1426,4,29,14.0,0.0,1.0
820,1,90,1095,9,-2,-7.0,1.0,1.0
821,0,-90,-1095,-9,2,7.0,0.0,0.0
822,1,-116,-1674,6,16,3.0,0.0,0.0
823,0,116,1674,-6,-16,-3.0,1.0,1.0
824,1,-91,-311,8,21,3.0,0.0,0.0
825,0,91,311,-8,-21,-3.0,1.0,1.0
826,1,32,594,-1,-16,-4.5,1.0,0.0
827,0,-32,-594,1,16,4.5,0.0,1.0
828,1,6,287,-7,-11,2.0,0.0,0.0
829,0,-6,-287,7,11,-2.0,1.0,1.0
830,1,25,767,9,-7,-5.0,0.0,0.0
831,0,-25,-767,-9,7,5.0,1.0,1.0
832,1,170,1569,-4,-25,-11.5,1.0,1.0
833,0,-170,-1569,4,25,11.5,0.0,0.0
834,1,-109,-1046,-18,12,3.0,0.0,0.0
835,0,109,1046,18,-12,-3.0,1.0,1.0
836,1,-182,-993,11,9,7.0,0.0,0.0
837,0,182,993,-11,-9,-7.0,1.0,1.0
838,1,45,190,-9,-5,-5.0,0.0,0.0
839,0,-45,-190,9,5,5.0,1.0,1.0
840,1,-29,-206,2,-4,-2.0,1.0,1.0
841,0,29,206,-2,4,2.0,0.0,0.0
842,1,-13,0,-5,2,2.0,0.0,0.0
843,0,13,0,5,-2,-2.0,1.0,1.0
844,1,46,749,-5,-15,-9.5,1.0,1.0
845,0,-46,-749,5,15,9.5,0.0,0.0
846,1,31,-1081,-21,-1,-3.0,0.0,0.0
847,0,-31,1081,21,1,3.0,1.0,1.0
848,1,-194,-1953,8,27,8.0,0.0,0.0
849,0,194,1953,-8,-27,-8.0,1.0,1.0
850,1,13,-482,-8,2,-2.0,0.0,0.0
851,0,-13,482,8,-2,2.0,1.0,1.0
852,1,84,1043,13,-16,-9.0,0.0,0.0
853,0,-84,-1043,-13,16,9.0,1.0,1.0
854,1,-34,-121,0,11,-1.0,1.0,1.0
855,0,34,121,0,-11,1.0,0.0,0.0
856,1,-66,-1868,5,18,3.0,0.0,0.5
857,0,66,1868,-5,-18,-3.0,1.0,0.5
858,1,-61,-138,2,5,3.0,0.0,0.0
859,0,61,138,-2,-5,-3.0,1.0,1.0
860,1,25,-356,11,14,-3.0,0.0,0.0
861,0,-25,356,-11,-14,3.0,1.0,1.0
862,1,-48,587,12,4,-1.0,1.0,1.0
863,0,48,-587,-12,-4,1.0,0.0,0.0
864,1,-245,-1517,18,30,11.0,0.0,0.0
865,0,245,1517,-18,-30,-11.0,1.0,1.0
866,1,84,2017,2,-19,-12.0,1.0,1.0
867,0,-84,-2017,-2,19,12.0,0.0,0.0
868,1,-11,-311,5,10,-3.0,1.0,1.0
869,0,11,311,-5,-10,3.0,0.0,0.0
870,1,-189,-1586,15,15,7.0,0.0,1.0
871,0,189,1586,-15,-15,-7.0,1.0,0.0
872,1,82,297,-9,-9,-6.0,0.0,0.0
873,0,-82,-297,9,9,6.0,1.0,1.0
874,1,38,23,-4,-11,-3.5,1.0,0.0
875,0,-38,-23,4,11,3.5,0.0,1.0
876,1,-33,-899,1,19,4.0,0.0,0.5
877,0,33,899,-1,-19,-4.0,1.0,0.5
878,1,-199,-1653,10,17,7.0,0.0,0.0
879,0,199,1653,-10,-17,-7.0,1.0,1.0
880,1,-7,-297,-1,13,-3.0,0.0,0.0
881,0,7,297,1,-13,3.0,1.0,1.0
882,1,-128,-260,6,11,4.0,0.0,0.0
883,0,128,260,-6,-11,-4.0,1.0,1.0
884,1,-28,-444,7,12,-6.0,0.0,0.0
885,0,28,444,-7,-12,6.0,1.0,1.0
886,1,133,260,-12,-16,-8.0,0.0,0.0
